Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
1037977;POLICY3_CLOUD;TASK_CANCELED;164903;3089005;6791;768971;2758279
1039494;POLICY3_CLOUD;TASK_CONCLUDED;107162;2526551;7737;628955;2234309
1048047;POLICY3_CLOUD;TASK_CONCLUDED;121022;2853302;8738;710296;2523266
1049088;POLICY3_CLOUD;TASK_CONCLUDED;142138;3351126;10262;834223;2963508
1049283;POLICY3_CLOUD;TASK_CANCELED;164461;3080719;6773;766909;2750881
1050687;POLICY3_CLOUD;TASK_CONCLUDED;131090;3090660;9465;769383;2733170
1051424;POLICY3_CLOUD;TASK_CONCLUDED;98098;2312838;7082;575754;2045316
1053814;POLICY3_CLOUD;TASK_CANCELED;153061;2867192;6304;713753;2560214
1055214;POLICY3_CLOUD;TASK_CONCLUDED;97221;2292161;7019;570606;2027031
1055858;POLICY3_CLOUD;TASK_CONCLUDED;105204;2480369;7595;617458;2193469
1056237;POLICY3_CLOUD;TASK_CONCLUDED;111378;2625939;8041;653696;2322201
1058573;POLICY3_CLOUD;TASK_CONCLUDED;147927;3487605;10680;868198;3084201
1062957;POLICY3_CLOUD;TASK_CONCLUDED;132594;3126133;9573;778214;2764539
1063148;POLICY3_CLOUD;TASK_CANCELED;160598;3008357;6614;748895;2686266
1065036;POLICY3_CLOUD;TASK_CONCLUDED;112824;2660028;8146;662183;2352348
1065040;POLICY3_CLOUD;TASK_CONCLUDED;134053;3160520;9678;786774;2794949
1065616;POLICY3_CLOUD;TASK_CONCLUDED;146620;3456802;10586;860530;3056961
1071850;POLICY3_CLOUD;TASK_CONCLUDED;103401;2437861;7465;606876;2155877
1071871;POLICY3_CLOUD;TASK_CONCLUDED;128818;3037094;9300;756049;2685800
1071921;POLICY3_CLOUD;TASK_CONCLUDED;137412;3239708;9921;806487;2864978
1073512;POLICY3_CLOUD;TASK_CONCLUDED;131196;3093175;9472;770009;2735393
1077582;POLICY3_CLOUD;TASK_CONCLUDED;112137;2643842;8096;658153;2338034
1077650;POLICY3_CLOUD;TASK_CANCELED;152079;2848788;6263;709172;2543781
1078647;POLICY3_CLOUD;TASK_CONCLUDED;131947;3110869;9526;774414;2751041
1083377;POLICY3_CLOUD;TASK_CONCLUDED;141695;3340687;10230;831625;2954277
1084393;POLICY3_CLOUD;TASK_CONCLUDED;140343;3308820;10133;823692;2926096
1085355;POLICY3_CLOUD;TASK_CONCLUDED;138196;3258200;9978;811090;2881331
1087786;POLICY3_CLOUD;TASK_CONCLUDED;142870;3368392;10315;838521;2978777
1088550;POLICY3_CLOUD;TASK_CONCLUDED;102690;2421104;7414;602705;2141059
1096338;POLICY3_CLOUD;TASK_CONCLUDED;107588;2536589;7768;631454;2243187
1097178;POLICY3_CLOUD;TASK_CANCELED;158323;2965754;6520;738289;2648224
1103961;POLICY3_CLOUD;TASK_CONCLUDED;134522;3171572;9712;789525;2804723
1107092;POLICY3_CLOUD;TASK_CONCLUDED;141659;3339851;10228;831416;2953537
1110917;POLICY3_CLOUD;TASK_CONCLUDED;132059;3113505;9534;775070;2753372
1112250;POLICY3_CLOUD;TASK_CONCLUDED;112891;2661614;8151;662577;2353750
1112777;POLICY3_CLOUD;TASK_CONCLUDED;144536;3407658;10435;848296;3013502
1113547;POLICY3_CLOUD;TASK_CONCLUDED;144129;3398068;10406;845909;3005020
1114890;POLICY3_CLOUD;TASK_CONCLUDED;142422;3357825;10283;835891;2969432
1116177;POLICY3_CLOUD;TASK_CONCLUDED;113109;2666754;8166;663857;2358296
1117094;POLICY3_CLOUD;TASK_CONCLUDED;124875;2944136;9016;732908;2603593
1117265;POLICY3_CLOUD;TASK_CONCLUDED;108669;2562075;7846;637798;2265724
1120852;POLICY3_CLOUD;TASK_CONCLUDED;138813;3272740;10022;814710;2894189
1121148;POLICY3_CLOUD;TASK_CONCLUDED;114980;2710851;8301;674834;2397292
1122519;POLICY3_CLOUD;TASK_CONCLUDED;120813;2848384;8723;709072;2518918
1125388;POLICY3_CLOUD;TASK_CONCLUDED;132393;3121382;9559;777031;2760338
1126891;POLICY3_CLOUD;TASK_CANCELED;135570;2539547;5583;632190;2267648
1126971;POLICY3_CLOUD;TASK_CONCLUDED;127624;3008942;9214;749041;2660904
1131192;POLICY3_CLOUD;TASK_CONCLUDED;144395;3404352;10425;847473;3010578
1132069;POLICY3_CLOUD;TASK_CONCLUDED;125067;2948668;9030;734036;2607601
1133485;POLICY3_CLOUD;TASK_CONCLUDED;132772;3130327;9586;779258;2768249
1134067;POLICY3_CLOUD;TASK_CONCLUDED;144156;3398717;10408;846070;3005594
1138762;POLICY3_CLOUD;TASK_CONCLUDED;114710;2704481;8282;673248;2391659
1138865;POLICY3_CLOUD;TASK_CONCLUDED;113043;2665184;8161;663466;2356907
1140138;POLICY3_CLOUD;TASK_CANCELED;155706;2916736;6412;726087;2604454
1141666;POLICY3_CLOUD;TASK_CONCLUDED;136328;3214146;9843;800124;2842373
1143185;POLICY3_CLOUD;TASK_CONCLUDED;110107;2595960;7949;646233;2295690
1146943;POLICY3_CLOUD;TASK_CANCELED;163963;3071402;6753;764589;2742561
1148273;POLICY3_CLOUD;TASK_CANCELED;145834;2731812;6006;680052;2439329
1149596;POLICY3_CLOUD;TASK_CONCLUDED;123849;2919948;8942;726886;2582203
1151458;POLICY3_CLOUD;TASK_CONCLUDED;129553;3054432;9354;760365;2701132
1152405;POLICY3_CLOUD;TASK_CONCLUDED;144396;3404379;10425;847480;3010602
1153520;POLICY3_CLOUD;TASK_CONCLUDED;124756;2941347;9007;732213;2601127
1154403;POLICY3_CLOUD;TASK_CONCLUDED;129153;3045011;9325;758019;2692801
1157212;POLICY3_CLOUD;TASK_CONCLUDED;143402;3380929;10353;841642;2989864
1157221;POLICY3_CLOUD;TASK_CONCLUDED;135185;3187198;9760;793415;2818542
1170008;POLICY3_CLOUD;TASK_CONCLUDED;131422;3098492;9488;771333;2740095
1171341;POLICY3_CLOUD;TASK_CONCLUDED;133330;3143479;9626;782532;2779880
1177821;POLICY3_CLOUD;TASK_CONCLUDED;146944;3464449;10609;862434;3063724
1194810;POLICY3_CLOUD;TASK_CONCLUDED;142699;3364367;10303;837519;2975218
1199305;POLICY3_CLOUD;TASK_CONCLUDED;133539;3148395;9641;783756;2784227
1199396;POLICY3_CLOUD;TASK_CONCLUDED;139043;3278176;10039;816063;2898997
1200792;POLICY3_CLOUD;TASK_CONCLUDED;145217;3423718;10485;852294;3027704
1202389;POLICY3_CLOUD;TASK_CONCLUDED;125967;2969895;9095;739320;2626374
1203720;POLICY3_CLOUD;TASK_CANCELED;149977;2809414;6176;699370;2508623
1211123;POLICY3_CLOUD;TASK_CONCLUDED;148169;3493319;10698;869620;3089254
1212135;POLICY3_CLOUD;TASK_CANCELED;174948;3277168;7205;815812;2926297
1215275;POLICY3_CLOUD;TASK_CONCLUDED;129312;3048755;9336;758951;2696111
1223389;POLICY3_CLOUD;TASK_CONCLUDED;129545;3054238;9353;760316;2700960
1227725;POLICY3_CLOUD;TASK_CONCLUDED;123533;2912508;8919;725034;2575624
1228434;POLICY3_CLOUD;TASK_CONCLUDED;124935;2945567;9020;733264;2604859
1232252;POLICY3_CLOUD;TASK_CONCLUDED;130735;3082293;9439;767300;2725770
1249111;POLICY3_CLOUD;TASK_CONCLUDED;138666;3269279;10012;813848;2891128
1250918;POLICY3_CLOUD;TASK_CONCLUDED;127393;3003513;9198;747689;2656103
1252202;POLICY3_CLOUD;TASK_CONCLUDED;136881;3227184;9883;803369;2853903
1252527;POLICY3_CLOUD;TASK_CANCELED;170089;3186144;7005;793153;2845018
1252893;POLICY3_CLOUD;TASK_CONCLUDED;144206;3399885;10412;846361;3006628
1256999;POLICY3_CLOUD;TASK_CONCLUDED;142405;3357434;10282;835794;2969087
1260687;POLICY3_CLOUD;TASK_CONCLUDED;131537;3101200;9497;772007;2742491
1265929;POLICY3_CLOUD;TASK_CONCLUDED;129765;3059416;9369;761605;2705539
1280275;POLICY3_CLOUD;TASK_CONCLUDED;137867;3250432;9954;809156;2874461
1341170;POLICY3_CLOUD;TASK_CONCLUDED;144997;3418545;10469;851006;3023129
1343955;POLICY3_CLOUD;TASK_CANCELED;184586;3457692;7602;860752;3087493
1354317;POLICY3_CLOUD;TASK_CONCLUDED;148184;3493674;10699;869709;3089569
1390552;POLICY1_IOT;TASK_CONCLUDED;361950;0;1285335;0;546627
1400101;POLICY1_IOT;TASK_CONCLUDED;365319;0;1297299;0;551715
1401000;POLICY1_IOT;TASK_CONCLUDED;372223;0;1321817;0;562142
1408399;POLICY1_IOT;TASK_CONCLUDED;374756;0;1330810;0;565966
1409547;POLICY1_IOT;TASK_CONCLUDED;376115;0;1335638;0;568020
1414724;POLICY1_IOT;TASK_CONCLUDED;379998;0;1349428;0;573884
1419735;POLICY1_IOT;TASK_CONCLUDED;383602;0;1362226;0;579327
1459805;POLICY1_IOT;TASK_CONCLUDED;386565;0;1372746;0;583801
1465634;POLICY1_IOT;TASK_CONCLUDED;392082;0;1392340;0;592134
1477550;POLICY1_IOT;TASK_CONCLUDED;393992;0;1399119;0;595017
1503292;POLICY1_IOT;TASK_CONCLUDED;406102;0;1442127;0;613307
1510128;POLICY1_IOT;TASK_CONCLUDED;407346;0;1446544;0;615186
1522084;POLICY1_IOT;TASK_CONCLUDED;414611;0;1472343;0;626158
1535096;POLICY1_IOT;TASK_CONCLUDED;407219;0;1446093;0;614994
1574375;POLICY1_IOT;TASK_CONCLUDED;428216;0;1520655;0;646704
1585742;POLICY1_IOT;TASK_CONCLUDED;435744;0;1547389;0;658073
1610843;POLICY1_IOT;TASK_CONCLUDED;443069;0;1573399;0;669135
1634332;POLICY1_IOT;TASK_CONCLUDED;452020;0;1605186;0;682653
1699713;POLICY1_IOT;TASK_CONCLUDED;469677;0;1667887;0;709319
1709036;POLICY1_IOT;TASK_CONCLUDED;454595;0;1614329;0;686541
1795647;POLICY1_IOT;TASK_CONCLUDED;493317;0;1751839;0;745022
1810070;POLICY1_IOT;TASK_CONCLUDED;478364;0;1698737;0;722438
1920229;POLICY1_IOT;TASK_CONCLUDED;524620;0;1862997;0;792295
1925164;POLICY1_IOT;TASK_CONCLUDED;510442;0;1812649;0;770883
1934484;POLICY1_IOT;TASK_CONCLUDED;535824;0;1902785;0;809216
1963269;POLICY1_IOT;TASK_CONCLUDED;532818;0;1892112;0;804677
1970323;POLICY1_IOT;TASK_CONCLUDED;528231;0;1875823;0;797750
1973470;POLICY1_IOT;TASK_CONCLUDED;521575;0;1852184;0;787696
2076442;POLICY1_IOT;TASK_CONCLUDED;561708;0;1994703;0;848307
2176377;POLICY1_IOT;TASK_CONCLUDED;588607;0;2090227;0;888931
2233795;POLICY1_IOT;TASK_CONCLUDED;615113;0;2184352;0;928961
2246708;POLICY1_IOT;TASK_CONCLUDED;616589;0;2189592;0;931189
2352991;POLICY1_IOT;TASK_CONCLUDED;636123;0;2258960;0;960690
2366313;POLICY1_IOT;TASK_CONCLUDED;634730;0;2254013;0;958586
2376887;POLICY1_IOT;TASK_CONCLUDED;654112;0;2322841;0;987857
2383515;POLICY1_IOT;TASK_CONCLUDED;652767;0;2318067;0;985827
2434845;POLICY1_IOT;TASK_CONCLUDED;666365;0;2366354;0;1006363
2452038;POLICY1_IOT;TASK_CONCLUDED;658478;0;2338348;0;994452
2461825;POLICY1_IOT;TASK_CONCLUDED;675146;0;2397538;0;1019624
2463522;POLICY1_IOT;TASK_CONCLUDED;682035;0;2422000;0;1030028
2511158;POLICY1_IOT;TASK_CONCLUDED;699732;0;2484845;0;1056754
2558630;POLICY1_IOT;TASK_CONCLUDED;711835;0;2527825;0;1075033
2569727;POLICY1_IOT;TASK_CONCLUDED;710910;0;2524540;0;1073636
2579696;POLICY1_IOT;TASK_CONCLUDED;711243;0;2525722;0;1074139
2601646;POLICY1_IOT;TASK_CONCLUDED;713575;0;2534003;0;1077660
2640132;POLICY1_IOT;TASK_CONCLUDED;732492;0;2601182;0;1106230
2687048;POLICY1_IOT;TASK_CONCLUDED;727182;0;2582324;0;1098210
2689956;POLICY1_IOT;TASK_CONCLUDED;731011;0;2595921;0;1103993
2698566;POLICY1_IOT;TASK_CONCLUDED;740982;0;2631328;0;1119051
2700295;POLICY1_IOT;TASK_CONCLUDED;728366;0;2586527;0;1099998
2701669;POLICY1_IOT;TASK_CONCLUDED;753679;0;2676418;0;1138227
2751941;POLICY1_IOT;TASK_CONCLUDED;759890;0;2698473;0;1147606
2778236;POLICY1_IOT;TASK_CONCLUDED;763000;0;2709520;0;1152304
2821577;POLICY1_IOT;TASK_CONCLUDED;783630;0;2782779;0;1183460
2865755;POLICY1_IOT;TASK_CONCLUDED;777915;0;2762485;0;1174829
2873683;POLICY1_IOT;TASK_CONCLUDED;793596;0;2818170;0;1198511
2883970;POLICY1_IOT;TASK_CONCLUDED;781987;0;2776944;0;1180978
2898563;POLICY1_IOT;TASK_CONCLUDED;793793;0;2818868;0;1198808
2916191;POLICY1_IOT;TASK_CONCLUDED;806959;0;2865623;0;1218692
2980156;POLICY1_IOT;TASK_CONCLUDED;814096;0;2890969;0;1229471
2991421;POLICY1_IOT;TASK_CONCLUDED;830922;0;2950720;0;1254882
2994972;POLICY1_IOT;TASK_CONCLUDED;830152;0;2947984;0;1253718
3066602;POLICY1_IOT;TASK_CONCLUDED;855474;0;3037906;0;1291960
3071082;POLICY1_IOT;TASK_CONCLUDED;846178;0;3004895;0;1277921
3145883;POLICY1_IOT;TASK_CONCLUDED;866566;0;3077295;0;1308712
3162219;POLICY1_IOT;TASK_CONCLUDED;877909;0;3117578;0;1325843
3164790;POLICY1_IOT;TASK_CONCLUDED;865324;0;3072885;0;1306836
3172948;POLICY1_IOT;TASK_CONCLUDED;866762;0;3077993;0;1309008
3191387;POLICY1_IOT;TASK_CONCLUDED;891865;0;3167135;0;1346919
3219994;POLICY1_IOT;TASK_CONCLUDED;876753;0;3113472;0;1324097
3222139;POLICY1_IOT;TASK_CONCLUDED;873388;0;3101522;0;1319015
3289377;POLICY1_IOT;TASK_CONCLUDED;913854;0;3245223;0;1380128
3300449;POLICY1_IOT;TASK_CONCLUDED;905533;0;3215673;0;1367561
3354618;POLICY1_IOT;TASK_CONCLUDED;924492;0;3282997;0;1396193
3384270;POLICY1_IOT;TASK_CONCLUDED;918823;0;3262867;0;1387632
3400094;POLICY1_IOT;TASK_CONCLUDED;936591;0;3325962;0;1414465
3424509;POLICY1_IOT;TASK_CONCLUDED;937274;0;3328389;0;1415497
3433766;POLICY1_IOT;TASK_CONCLUDED;937492;0;3329163;0;1415826
3445367;POLICY1_IOT;TASK_CONCLUDED;959967;0;3408975;0;1449769
3454478;POLICY1_IOT;TASK_CONCLUDED;953219;0;3385012;0;1439577
3533470;POLICY1_IOT;TASK_CONCLUDED;974795;0;3461631;0;1472162
3557756;POLICY1_IOT;TASK_CONCLUDED;987157;0;3505531;0;1490832
3594225;POLICY1_IOT;TASK_CONCLUDED;999376;0;3548922;0;1509285
3605130;POLICY1_IOT;TASK_CONCLUDED;1004500;0;3567117;0;1517023
3618803;POLICY1_IOT;TASK_CONCLUDED;997887;0;3543633;0;1507036
3640532;POLICY1_IOT;TASK_CONCLUDED;995668;0;3535754;0;1503685
3683709;POLICY1_IOT;TASK_CONCLUDED;1010926;0;3589937;0;1526728
3703997;POLICY1_IOT;TASK_CONCLUDED;1011809;0;3593074;0;1528062
3706330;POLICY1_IOT;TASK_CONCLUDED;1013879;0;3600422;0;1531187
3720022;POLICY1_IOT;TASK_CONCLUDED;1039388;0;3691009;0;1569712
